stopword,sentiment_label
dark grumbling stone faced person batman right add wacky top goof ball villains tom lee jones stars second movie featuring psycho u soundtrack guffaws sneers sobs smiles manically gives physical performance aging body allows pity fades completely every scene jim carrey every scene expect enter soon lee scenes wonder jim carrey usual wacko character grimacing silly walking way movie usually fun watch joel schumachers tilting direction makes slightly nauseating best lines nothing wrong performance stress cause plenty wrong others chris donnel juts jaw strains face throwing lines left right without slightest fore thought nicole kidman stands around looking sassy gets worst lines val kilmer totally bland heat would able recall looked covered tom lee jones roles filled people busting top jim carreys performance one trust old michael gough butler plenty phony looking gun fights explosions large sets actually give unusual gut feeling money could used build house gambia etiopia innuendo stand ranging obvious closeup batbutt mysterious zipper slightly sublime alfred calling robin master dick unless jim carrey fan like camp noir movies nothing see move along,positive
besides wonder woman impressed dc movies recently growing loving superheroes always give films go things worked work aquaman sadly things work cgi fight scenes often top biggest issue buying universe look guardians galaxy easily bought crazy space journey funny looking creatures aquaman respect believable sadly comes across far fetched really immersed taken journey one positive somewhat decent plot one side human rivalry oceanic empire wanting strike back humans jason momoa script enough carry film tries pull much unbelievable passable terrible film memorable let say viewers saw showing tv years would probably keep flicking channels compared tuning minutes passable win dc desperately needs respond huge success formula used marvel,positive
feline fingerer taken pearls although identity intent girl initiates engagement allows stirring assuagement final chapter prepared starts unfurl villain name bane brings empire exchange leads tomb deep dire saviour weaponised population terrorised ra al ghul destructive end desire align form resistance recover resolve persistence endgame twists turns web intrigue discerned race save day create distance,negative
decided give mine opinion pre nolan batman movies starting batman ending one last movie old batman series movies think word dictionary would use probably disgrace movie bad even director joel schumacher liked everything wrong bad worse story kidding ya story plot bad excuse one mr freeze poison ivy teams order shape gotham vision make sense since freeze want freeze city ivy want full wild plants yes artic well known exotic plants acting beyond horrible uma thurmans ivy high supply arnold wrong mr freeze wan see good mr freeze go watch batman animated series episode heart ice instead reason cast joel thought mr freeze like carved glacier corny thing ever heard batgirl robin pure crap done probably movie disgrace bob kane frank miller burton animated series everyone ever loved batman way treated bane beyond forgiveness thank wasting time warning kep away waving big red signal flag keep,negative
overall liked lot reference like marvel dc equally loved bvs anything batman visuals amazing characters fun although agree developed good use music fight scenes cool however without faults warner took heat due run time bvs extended blu ray much better say make movie long needs deal hour saving private ryan also sub villains mindless enemies fought felt like target practice reminded droids star wars episode also thought leto joker times copy heath even sounded like times impressed heard however many footage cut look forward blu ray great movie go see,positive
three years old first watched tim burton adaptation iconic comic character saw batman take thugs opening scene hooked life jack nicholson depiction joker opinion earned oscar later movie batman crashed skylight danny elfman perfect score blasted soundtrack knew wanted make films power style rest life know might thinking typical summer action flick idea much owe masterpiece every frame batman flawless owe love cinema movie,positive
suicide squad awful waste time money sad see nearly effort put storyline movies anymore money time spent special effects famous actors bring profit first half suicide squad boring introductions well thought none characters made impression storyline make lot sense terrible bad team villain instead making evil turned nice guys except harley quinn even anything crazy make evil get tried make seem ashamed crimes waste guy fire superpowers scared use movie think movie industry ashamed passion gone writing masterpiece public rolled accepted garbage people get majorly overpaid get paid entertain failing job effort,negative
believe wanted love movie grew justice league love justice league movie exactly would let begin review cgi also love cgi think made great movie magic cgi cgi distractingly bad could stop wondering could bad job huge budget let start bad guy steppenwolf character looked like lifted right video game look real honestly movie looked like took human actors plus half half superman get plopped right video game looked like actors stood sound stage punch kicked jumped cgi bad movie lost sense realism help directors movie idea put characters fight scene time took away realism also super heroes fight alien villains middle city one bystander scenes world destroyed one watching one tries running away funny one point middle big fight scene lois lane shows one else including police military sat total shock thinking could one make garbage fake scenes laughable part cgi superman sat looking whole movie thinking wrong looks afterwards read henry cavill filming another movie time movie required mustache beard filmed scenes beard cgi terrible job cgiing beard face looked points wondered even henry playing superman look alike bad movie big much better heroes thoughts first let comment something bothers lot justice league fans take color make movies dark big factor marvel makes much better movies dc look costume batman black wonder women aquaman superman colors dimmed point outfits basically black also flash looked ok batman ben affleck seems sleep walking movie boring boring boring enough said aquaman aquaman even movie recall batman superman wonder woman flash cyborg guy aquaman movie cuz dude says bro bruh long hair bunch tattoos jason momoa aquaman persona appearance aquaman use aqua skills entire movie like director idea pull water beginning little drinking big beer acting tough like pirate surfer pub aquaman used aqua skills movie fact justice league fight scenes water around sure worse cgi aquaman flash hear liked could help wondering woody allen available time filming guy played flash trying woody allen whole movie flash supposedly funny one either aquaman neither made laugh cyborg actually cybrog made laugh steppenwolf pulled arms legs laughed loud one actually never knew cyborg watching movie fish water like aquaman cyborg apparently deals cyber crimes problem steppenwolf past use computers cyborg useless wonder woman best thing movie complaints black wonder woman outfit superman touched earlier like henry cavill like superman portrayal best give much couple heart felt scenes lois mom cgi withstanding looks ok superman although looked small one plot bad guy past wants destroy world typical executed well seeing movie could help wish would blow whole thing start hint next movie thought bad dc needs look marvel copy please copy also saw thor movie movie times better take advice see thor instead bad movie like deserve make kind movie making,positive
guardians universe divided universe space sectors one protected one powerful green lantern selected among fearless beings superpowers supplied ring fed willpower planet oa evil force parallax fed fear destroys several green lanterns member abin sur temuera morrison flees spacecraft crashes earth deadly wounded green ring seeks successor finds reckless efficient test pilot hal jordan ryan reynolds hal jordan learns green lanterns bestowed powers ring meanwhile scientist hector hammond peter sarsgaard summoned make autopsy abin sur possessed parallax hal jordan insecure fears uses powers first time party save life people ferris aircraft helicopter damaged hector later discloses identity former colleague carol ferris blake lively beautiful daughter carl ferris jay sanders love parallax threatens earth green lantern hal jordan last hope defend planet destruction green lantern tells story hal jordan becomes green lantern follower hero slight idea origin story entertaining ryan reynolds good performance role hero peter sarsgaard weak villain gorgeous blake lively grown sisterhood traveling pants good performance role carol ferris cast tim robbins angela bassett supporting roles film bad mentioned many reviews vote six title brazil lanterna verde green lantern,positive
ben affleck henry cavill amy adams gal gadot jesse eisenberg jeremy irons laurence fishburne star action film based dc comics sort sequel cross man steel taking place couple years later affleck daredevil plays older bruce wayne batman fighting crime years sees superman aka clark kent cavill threat world determined stop soon become pitted corrupt young businessman lex luthor eisenberg becomes threat work together stop adams reprises role journalist superman love interest lois lane gadot plays diana prince aka wonder woman helps heroes irons die hard vengeance plays bruce butler alfred fishburne also reprises role daily planet editor perry white bit skeptical film casting affleck first actually pretty good rest cast good well neat effects hans zimmer score excellent usual comic book superhero fan recommend,positive
arrow arrowverse shows simply divine introduced excellent matter true shows flaws although totally worth absolutely recommend arrow related shows,positive
film inoffensive way nothing hateful terribly gross upsetting least two major problems known fully beforehand would saved bit money time done something else one yet another tiresome line uninspired movies based comic book think collective hearts minds call hollywood could come original idea spending million gimicky working person idea ripping comic book writers really seems stupid many talented artists whose work deserves funded whose work would lot interesting maybe even exciting maybe least cases uplifting inspiring way actually contributes something us true purpose art anyway right two carefully thought written heard criticisms previous special fx movies reviewer bemoans slam bam frenetic fx shots one another promise unfortunate enough sit movie jaw drop sheer amount literally non stop whiz bang fx even one another much one continuous blast cgi cartoonist hectic product plot points self evident least jet races followed jump cuts kitchen scenes inter galactic scenes space appeared hell mysterioso councils wizened old cartoon yoda types etc virtually indestructible space warrior find later strongest bravest clever final hope universe etc yet somehow got shot shoulder process flying broken spaceship around earth looking place crash die oh wait die tells green ring choose well somehow ryan reynolds shows ready amazed enlisted one question magic green ring clever enough find ryan reynolds amidst earth id go get place protective green bubble whisk miles dying space warrior instant nifty ring fix wounded shoulder scenes reminiscent covers sci fi paperback books showed vague ill defined landscapes rocks cliffs rubble kind thing ok might fit stories nothing explained nothing set nothing logical even artistically logical like ryan reynolds tim robbins always sturdy enough character actor secondary characters played good actors well dang idea creepy doctor guy evident long term relationship ryan reynolds movie anyway except turn physically hideous provide bit senseless peril pretty girl know none established bottom line plain stupid fantastical weird sci fi rather simply good work,positive
well waiting punisher start taking break disappointed daredevil start new series iron fist neither several series type tried arrow thinking turn pretty quickly high art although high enough might consider art fun series usual soap opera backdrop come expect marvel dc movies problems characters like problems teenagers little distracting acting main character oliver queen mediocre many positive points foremost far every episode episodic e plot plot resolved end episode nearly always stick teaser end tempt let next episode run expected series sort acting talents characters good action series nothing without decent actors regardless much action far none bad guys completely top cartoonish like parkour moments series make things little frenetic good flashbacks time island occur every episode however long distract main plot kind irritating oliver queen always allude away five years partner always bring afghanistan sometimes seems trying catch us case see previous episodes anyway punisher comes stick arrow disappointed yet,positive
movie five comic book mr freeze fairly accurate comics read robin good forever movie par batman forever,positive
nothing good words movie travesty betrayal cheapskate pennypinching tripe good words despite reeve input continued dignified commitment characters portrays movie fatally flawed lack production budget leading poor effects work good effects work pretty essential superman film lamentable script first movie took son first came big superman fan already age reference movies video even could see simply measure glad cannon went bust wish never got hands superman franchise would rather fourth reeve superman movie would one,negative
batman robin film everyone loves hate real turkey great many ways point really becomes like shooting fish barrel trying criticize many flaws seen times many came child totally sucked warner bros blatant commercialism butchering dark knight times adult looking film troll batman robin terrible recent viewing know answer quite simple anymore film unbelievably stupid yet found actually admire scope ironic ways goes without saying batman robin absolutely ridiculous film yet great many ways comic book quality ridiculous say already said clooney monotone frankly boring batman donnell robin whiny one dimensional character sort character arch uma thurman chew scenery gobbles alicia silverstone batgirl ten year old boy definition feminist woman arnie batman robin horrendous adaptation source material goes without saying completely got batman motivations wrong thing though think burton schumacher films came close getting batman right hate four original batman films batman adaptations fact would say joel schumacher deserves fair degree credit working val kilmer creating really interesting bruce wayne forever batman robin target years yet criticism film evolved idea horrible batman adaptation correct yet criticism applied burton films lack really deep batman film heralded masterful explorations character nolan came along one must completely throw gripes adapting batman window viewing films obviously going find flaws happens flaws apparent film angering batman fan fact fans put warner feet fire really testament brilliant batman order critically look batman robin one must accept film inevitably fail batman asked great deal still let try explain feel works batman robin stuff work one person wish venomous joel schumacher actually think best horrible cards given granted schumacher could done great deal curbing horrendous excess performers yet aside think batman robin competently dare say well made film batman robin ridiculous set piece batman myths aside enjoyed great deal action actually think schumacher direct effective action film epic vision bizarre gotham city stretches budget get film much visually appealing look recent main stream action film anything bay makes comes mind art direction absolutely beautiful captures feel ridiculous comic book perfectly contrary popular belief comic books continue ridiculous like batman robin hated pretty much reasons everyone loves hate think unredeemable film far degree creativity imagination schumacher part although wasted script horrible evident certain degree fun,positive
without disclosing anything plot say plot interesting one lot potential one avoids many clich general superman movie unfortunately treatment plot shallow get understand directors perspective trying show connect suffering kid clark feels completely unnecessary know superman abilities nobody worried whole outcast thing add fact particular point movie becomes enough emotions father child portrayed exuberantly poor soulless manner clark shares much convincing relation kryptonian father jor el also lois lane zod interesting antagonist whose potential completely wasted instead get ridiculously heavy fist fighting problem treatment movie tried complicate story supposed simple enduring story turned convoluted attempt adapting modern audience seen story couple times already get wrong already mentioned plot holds lot promise fails deliver liked plot line jor el superman clark lois zoddisliked tone movie little unnecessarily grim sad clarks human father clark lack intelligence characters seems something one zack snyder films final verdict mindless blockbuster studios really stop making sort movies extravagant cgi really make good movie commercially entertaining movie aimed least like avengers star trek intention movie entertain engage audience pseudo philosophical drama,negative
firing richard donner one dumbest things salkinds could fleischer workman like job none pizzazz first film dumbest ideas overtaken shumachers ruination batman super kiss silly cellophane symbol take away superior sequel thing shines chris reeves superman,neutral
ok seen first episode think amazing biggest fan comics knowledgeable green arrow general feel objective reviewing show like would regular one without fan love ideas huge expectations characters seem believable far minor doubts nothing crucial acting also part story realistic without fantastical loop holes comic adaptations usually told green arrow like comics respect decision stay cgi decent compliments stunt collection fighting choreography well done sir well done quite good screenplay episode makers opened quite questions made room many ways show stream say without doubt show one surprises fall hope whole season lives great pilot,positive
anticipated suicide squad cinemas okay following events dawn justice amanda waller assembles team villains work together stop supernatural threat directed david ayer snyder dc extended universe dceu continues grow introducing dc equivalent guardians galaxy difference guardians galaxy masterpiece squad consists deadshot smith haley quinn margot robbie rick flag joel kinnaman el diablo jay hernandez character shoe horned inn also joker played jared leto expected film one hand provided kick ass cool loud action make real fun cinema experience hand also expected awesome strong film consistency quite film saw trailers happens film rushed pace goes wonky end layered characters next un layered characters narrative much consistent direction holds film together margot robbie performance really carries everything pure insanity although smith plays pretty cool deadshot see smith always every film squad becomes duo two real characters whole film brings us jared leto know actor could beat great heath ledger comes playing joker leto holds candle providing gangster joker one asked leto nail scary intimidation joker struggles joker know love also vital part film action sequences enjoyable first end getting dramatic also supported strong use cgi pretty much invades whole film film also provides entertainment humour hoping quite consistent appears every line delivered robbie smith scene end also found annoying narrative feels sloppy feel like heading direction consistent mad fun atmosphere flowing quite match concludes end dceu far good start moment suicide squad lesser three evils enjoyable action fun,positive
want like show many noticeable annoying flaws concept gotham good like idea prequel batman explored jim gordon early days also looked someone read comic batman year one disappointed execution compared show agents shield dark knight trilogy garbage easily worst written executed dialogue heard years batman animated series much superior fact feel like listening audio book clich every time somebody opens mouth acting moments though often bit top sometimes like cartoon characters especially gangsters think best portrayed characters penguin selina kyle gotham clean looking characters habit pulling handguns thin air dark places big overall story actually quite good rating higher presentation top foundations killing show,positive
gotham unique wonderful insight famous city birth dc beloved hero show mixes comic book content twists top one talented casts tv name ben mckenzie excellent lead young jim gordon david mazouz young man extreme talent handles every storyline comes way bruce wayne grows sean pertwee ass kicking witty version alfred rival gone whilst robin lord taylor cory michael smith nothing short extraordinary portrayal infamous penguin riddler highly recommend dc particular batman fans love long may continue,positive
tim burton left batman franchise pursue visions wise choice new director joel schumacher decided make third movie similar tv show made good choice toning violence right considering watch kind films kids come give us decent story batman newcomer val kilmer deal two villains two face tommy lee jones riddler jim carrey gets help psychologist chase meridian nicole kidman well dick grayson aka robin chris donnell wants avenge parents killed two face comic book actually happened another robin jason todd script quite predictable also insult fans two face tragic yet fascinating villain turned ugly psycho nobody cares mentor pupil subplot batman robin exception one scene dark knight explains would happen sidekick killed bad guy could come soulless b movie around one good thing though jones carrey former makes two face respectable despite screenplay carrey really owns film making riddler character like see partially enjoyable seen burton work please watch schumacer second bat flick horrible,negative
first two seassons good seasson tree regular getting boring,positive
batman begins like real batman movie hope mean batman tim burton good nothing like one nolani mean tim burton good director think batman movie batman origin minimum nolan nolanbatman begins best movie ever saw tumbler chase scene awesome well done nolan well done indeed fans batman mithology must see awesome movie batman saga starts forget batman returns batman forever batman robin seriously last one foget true batman origin stars dude,positive
batman robin make lose faith hollywood indeed humanity whole stunningly awful disaster moment george clooney traded scrubs black rubber boots even awful cute showgirls kind way laugh might cry fact flushed precious minutes life crapper everyone involved brings shame families uncomfortable clooney lamely interpreted hero governornator arnold schwarzenegger junior high dialog spewing mr freeze director joel schumacher must punched hardest even thought embarrassed franchise light hearted batman forever taken aback schumacher treats audience like group eight year old boys add constantly trying impress us unexciting action scenes like hockey themed opening battle reminiscent appreciated genius mighty morphin power rangers writers make things worse witty hero chatter superman works alone har har come drawn human angles butler alfred illness childish romantic triangle batman robin sexy poison ivy root heroes entertainment contrary find wishing poison ivy would tongue kiss masked men put us misery love batman superhero flicks movie snob means willing forgive many gaffe absolutely loathe batman robin loathe disgraces characters depicts loathe talent involved still allowed within feet film set writer room must said batman robin kind experience make lose faith hollywood humanity,positive
loved movie work art unable appreciate brilliance well care go back living unconscious lives,positive
wonder batman resurface years batman forever batman robin bad laughable worst thing forever tim burton producing batman returns fine films good acting action real story connect audience rubbish nothing joel schumacher directed tight tense movies like falling phonebooth go wrong lets begin starters val kilmer terrible feminine jaw lips mystery darkness whatsoever michael keaton christian bale wipe floor charisma totally miscast michael gough alfred lets say michael caine preferable gets worse though jim carrey okay first riddler descends ott syndrome tommy lee jones two face become laughable moronic try overacting fall caricatures awhile strange homoerotic tension adds farce assume meant strike fear viewer irritate plus two face one face seems lack sort good keep eye comical altercation caused facial disfigurement oh costumes awful tight green lycra covered question marks wrong wrong wrong nicole kidman sexes things little surprisingly sizzles thing good movie drew barrymore embarrasses playing pointless role real reason rating though robin yes robin chris donnell hated forever well deserves agreeing bring back worst character batman dark knight works alone acrobatic moron add mess give robin suit symbol similar batman terrible depiction gotham batman returns gotham city like gothic darker joel schumacher decided create freakish city full clowns fluorescent colours juxtaposed wayne manor lovely countryside yet close city nothing realistic batman forever destroys previous two burton films creating comic book horror show without sort danger mystery intrigue plot pretty dull predictable villains team fight batman loser robin overlong poorly done action finale jim carrey unwatchable lee jones must weep replays disaster well sums horrible mess nearly destroyed legend well shumacher sequel thank god christopher nolan one thing challenge watch kidman kilmer one scene laugh bedroom kilmer cringe inducing smile ever seen camera,negative
movie worst comic book stories presented movie form ryan reynolds great actor bit baffled would even consider film went acting list star like sandra bullock non competent actress like blake lively lively sorry actress cannot act posses star like quality like scarlet johansson sandra bullock blake lively another reason movie shocked actress beg go way get role level eventually fail thing ever convinced thus far bad actress loves wrong attention thing good movie color green hopefully sequel movie terrible actress ok genre made movie extremely dissatisfying,positive
looking back retrospect bad show lot filler material though seasons must watch seasons everything else okay nothing special either watch seasons leave get season wedged mediocre seasons suggest pick first option entire series pretty good nothing awful severe flaws whole speaking individual seasons fantastic,positive
saw movie liked later learned scorn heaped upon figured one shabby films seems entertaining old enough scrutinize least e g ninja turtles live action movies rented today curiosity sake still like honestly understand gone history one worst films ever made deserve scorn superman different review different day going claim great film problems except nicely constructed models particularly russian space station special effects bargain basement many nice character moments first movies superman returns plot flow naturally green crystal unsatisfying deus ex machina really confusing light first movie although think supposed believe separate crystal piece spaceship see maybe made purple avoid confusion number things come dropped perhaps unfortunately real issues cold war nuclear disarmament fully explored superman iv bad piece entertainment refreshing see movie depicts world place people rise hatred evil forge better future could criticize movie scientific nonsense superman movies always closer fantasy science fiction really worse others superman talking vacuum space heard astronauts happened ii ursa lot made telekinetically moves things movie looking zod thing ii seem bother anyone ringing doorbell balcony appear clark kent lois turns head stretching credibility part lacy taken space stupid little things like ruin film series heavy suspension disbelief par course lastly none plot holes serious byproduct admittedly clumsy editing job done improve film pacing remove braindead subplot focus positive things part clark playfully reveals superman lois consults advice reinstates mental block great pretty much thing remembered watching movie kid reason beautiful funny provides insight man steel mind subplot lacy father good laughs humor drama ratio consider good superman returns donner cut superman ii probably biggest highlight lex luthor may natural hair apparent reason magnificent bastard two superman films love lines written gene hackman performance top notch subject christopher reeve great job although whole lot role film excepting scene described minus side margot kidder phones rest supporting cast jon cryer wasted lex luthor teenage nephew one thing really annoys superman iv quest peace mainly baffles hell holograms kryptonian elders appear kal el fortress solitude none elders appeared first two movies makes sense get actors know except john hollis played one kryptonian elders movies movie totally different role soviet general mean seriously bottom line bad movie know recommend buying rent like superman want show kids something fun violent obscene pleasant optimistic fairly engaging action fantasy story lots offer look nostalgia sure watch deleted scenes one better anything feature clever bit political commentary depicts cold war arms race arcade game quarters going lex luthor fellow war profiteers,positive
good movie lot small things make justice despite great main plot batman bruce getting romantically involved someone differently two movies romance seems fit story odd villain jim carrey riddler becomes classic two face potential wasted script references adam west batman tv series dick grayson appearance made fun watch change tone also odd believe reason fans first two movies like one,positive
superman iv comes mind one often thinks pain associated viewing friend stranded remote island papua new guinea decided search entertainment instead found superman series add new effect decided view opposite order strangely enough special effects assume supposed evolve time improved reeve pot belly appeared vanish way avoid embarrassment watched late night curtains closed one also finds asking actors perhaps gene hackman managed resurrect career potentially career crippling experience movie however big angry man would occasionally growl still debating friend whether growling also dubbed yes man call mark pillow mark pillow looking impressive filmography qfp tv series alaska kid one seem believe qfp fact career crippling also many debate friend mine regarding whether pillow constantly tormented fellow workmates try tell making money acting friends still family cruel infamous lines woman tell hurt people know would often debated whether proud role pitiful film believe thrown bar landed feet casting crew felt sorry drunken nobody assume people like margot kidder committed unfortunately reeve dared fate second shot line people ear ear smile superman ii friend believe daring phantom zone villains beat innocent citizens metropolis dangerous irregular movement bus however smiling time anyway friend forced declare line poor reeve call lines always found useful day day life include excuse think sitting seat ii thank part team let ii stop enough enough win take iv give never find iv father failed ii think ones committed obviously taking comments far seriously accurate humourous well far really commented perhaps atrocious element movie special effects ok even accept lacy warfield survival outer space yes even falling relatively downward know perfectly well things possibly happen superman possibly exist either sorry fiction however could least made look happening even special effects first superman movie better made nearly years ago may picky would expect effects least par superman friend thinking wonderful parallel universe alternate ending second movie involves superman humanized end movie pursue relationship lois universe would spared peril fourth superman movie however perhaps advisable look movie ever made reeve greatest financial position life needed movie would guaranteed lead role perhaps one infamous tax write needless say mistake doomsday kill superman movie superman iv,positive
embarrassing writing embarrassing acting listening amber heard trying deliver terrible dialogue zero inflection exhausting half population atlantis sound like california dialogue never cliche predictable plot advanced ancient civilization hidden away world trope already old much cgi none action ever felt impressive tense real time someone said ocean master straight face wanted laugh would perfect movie take seriously go lighthearted irreverent tone like thor ragnarok try hard none superhero charm marvel manages carry comics thus one long boring slog many scenes need quiet moment interrupted exploding wall hurt anybody counted three four also paint numbers forced romance wow surprise accidentally holding hands wow explosion something grabbed give break whoever put together soundtrack film summarily executed,positive
silver screen debut man steel flashy opening credits title cards john williams j vu anthem richard donner superman blatantly striving model triumph star wars one year earlier bombarding serious name dropping oscar winners nominees including ludicrously first billed brando second billed hackman beatty cooper howard perrine stamp york sorry glenn ford maria schell rarefied elite modern blockbuster muster thespian struck roster two true although green grass leads reeve kiddler unassumingly sandwiched amongst serves pick doe eyed first time viewer unavoidable feel spectacles outdated less spectacular since state art special effects time inevitably unchangeably aged ongoing progress technology field matte shots miniature models look incredulously primitive eyes accustomed digital vfx plus side acts telling remainder far advancement evolved less four decades helicopter accident still damn good today standard cannot said barren krypton setting fluorescence heavy aesthetics way species far superior earthlings thinly built prologue late christopher reeve exudes affable earthness wonderfully embodies dual personalities clark kent superman easy task fool everyone considering towering stature completely outstrips successors kidder lois lane daredevil priggish dame either see colour underwear borderline risqu line cannot pass today pg rating criterion offbeat scene miss teschmacher perrine pecks little kiss superman saving kryptonite seems impromptu rightfully shows woman initiative especially object superman cases contend woman straight jacketed innocent damsel distress slot sexed bimbo sidekick niche surprising see first instalment franchise notorious patronising female characters would go wrong rest supporting roles uniformly monotonous cartoon ish characterisation understandable hackman beatty make golden duo nevertheless really comes shock setting back time stunt rather far fetched even superman capacity useful manoeuvre deployed revamped dc universe yet allow justice side many opportunities possible fail restore peace eleventh hour superman always turn back time little bit cinch maybe something upcoming justice league movies tap,positive
suicide squad although first shown gritty movie like predecessors turned genuinely fun exciting movie filled thrills occasional spills cast pretty good chemistry characters interacted one another fluidly pretty much everything made sense fit together although story bit predictable times stale made amazing fighting choreography mind blowing special effects joker legitimately one best jokers ever seen even better jack nicholson portrayal overall recommend movie fans casuals alike,positive
usually walk movie halfway thru movie promised something different kept thinking seen spoiler alert back spaceship crashes lands earth well years later super adult board less thing still manages burn crash advanced civilization seem develop landing gear industry liberal get see another woody allen movie blacks please superman runs around saving people making sure sticks europe us go darkie areas please maybe could stomach years ago,positive
worth movie book real good acting well written roles well written roles true characters movie would real masterpiece often fall short quality performance smith margot robbie joel kinnaman solid performances get characters developed enough shine like three especially viola davis good perfect government agent sees nothing getting job done truth role one dimensional room real depth true jai courtney adewale akinnuoye agbaje jared leto bad role hardly role speak hyped forever letdown roles properly written really superb three actors mentioned great justice together reasonable plot solid technical aspects production make worth movie could lot better fact plain shame,positive
batman begins much hyped much publicised reboot batman franchise finally boy treat big fan tim burton take batman portrayal dark knight brooding reluctant bringer justice always felt fit perfectly imagery comic books gave great feel whole batman mythology following outings batman forever batman robin less splendid though blown campy nonsense two dimensional characters upstaged campy top rouges gallery villains boot beginning batman begins breaks convention comic book films first act film told flashbacks follow linear editing style gives fantastic insight bruce wayne feelings towards origins motivation becoming dark knight traces path young boy troubled young man unable vent anger feels injustice suffered hand criminal element bruce wayne attempts confront demons head soon realises one man corrupt frightening world film takes us journey bruce endures trying find needs come terms past guide future travels world seeks means better mentally physically trains masters martial arts learn fighting skills mental strength require bring justice back gotham provides convincing back story transition bruce wayne batman without giving much plot away bruce travels back gotham begins quest justice shows equips conflict within dealing criminals city also shows batman films failed show trouble living double life billionaire playboy bruce find balance public image batman public image rich businessman socialite film climaxes awesome final act showcasing immense fight scenes brilliant use new batmobile gorgeous sets intense acting final scenes set film perfectly sequels maintains sense realism earthiness nolan promised batman begins well written well shot combines amazing special effects set design acting form perfect final package without shadow doubt best comic book movie ever seen christian bale puts sterling performance bruce wayne often reminiscent role businessman american psycho also convincing man driven fight injustice man troubled past man seeking must come terms also entirely convincing action hero batman disposing criminals expert martial arts training enthusiasm justice supporting cast perfect michael caine inspired choice alfred good chemistry bale left convinced quasi father son relationship alfred genuinely cares young master gary oldman plays brilliant sgt gordon last honest copy torn misguided loyalty force honest protect innocent cillian murphy plays reserved entirely psychotic proto super villain morgan freeman liam neeson always provide strong character roles holmes fine leading lady help feeling really enough film however minor criticism batman begins dark film centred strong themes fear coming demons past fight justice corrupt world unlike many comic book films film anyway aimed children strictly adult nature follows intelligent character development adult conflict complex portrayals characters comic book films introduce hero good wants save world villain bad wants take world action begins case batman begins gives insight character motivation reasons actions expect audience blindly accept anything face value well done goyer nolan producing awesome movie left cinema everyone audience grinning end film knowing seen beginning something rather special bring sequels,positive
seeing batman vs superman exactly high hopes film trailer particularly sacrilegious abomination cover beatles come together gave mixed feelings dc playing catch marvel ages really shows half justice league already introduced previous films others aquaman flash cyborg given proper debut counting brief cameos films film best integrate story film standard evil overlord tries take world plot batfleck trying assemble justice league team funny lines occasionally feel thanks joss whedon one screenwriters zack snyder tropes come surface numerous sped slo mo action scenes also lines dialogue made cringe film overall enjoyable pacing issues villain piece particularly forgettable try build sense scale looks grand epic ultimately quite live hype opinion talking wasted potential jk simmons commissioner gordon really hope time shine future films reason film establishing presence dc universe also speaking wasted talent useless characters amy adams lois lane swear god character development halted tracks beyond simply love superman ridiculous aside main heroes perform well particularly enjoyed ezra miller interpretation flash jason momoa awesome everything gal gadot great wonder woman yet ray fisher makes good cyborg found ironic dad actor played miles dyson terminator ben affleck continues great bruce wayne terrible fantastic healthy middle ground,positive
let start saying suicide squad among batman v superman one films wanted watch year watched tell financially might turn bigger hit previously thought hit dceu needed clear doubts ghosts dawn justice hide big dc fan batman favourite comic book hero grew watching nolan trilogy maybe nolan set high bar comic book films follow go theater watch anything dc related wanna come surprised happy suicide squad although happened extent much prone wonder much call suits interfere process making one although david ayer repeatedly stated cut contrary would definitely cause turmoil believe somewhat different vision months ago let say contrary listened read reviewers first half hour film painful watch way presented member squad inexplicably forgot spliknot even appearance brief seemed wrong place ayer first idea least gather flashy flashbacks opting linear presentation instead know removed think way would much better poor editing help often found wondering make way least childish sometimes point honestly enjoyed film realised first big action scene squad fights faceless hordes zombies spawned enchantress brother deadshot climbing top car clearing street simply amazing major thumbs casting department know tom hardy would turn rick flagg let say joel kinnaman fits role well nothing say margot robbie smith jai courtney jay hernandez viola davis adewale akinnuoye agbaje cause really seemed like born play role two major biggies villain cara delevingne fine actress enchantress blend clich villain lack motivation character development old game seeing past decade convention since movie revolves around worst heroes ever one would thought find developed well built villain pose threat joker seen many criticizing leto seen many worshiping right quite make mind performance already stated many scenes character cut scenes even incorporated trailers suits meddling guess wait next screen presence decide going watch plot going watch spectacle buying ticket enjoy,positive
saw pilot actually positively surprised well integrated flash tv setting rely big budget effects like movies also story bad however went downhill lot like smallville beginning monster week setup small overall story arc dialogs unimaginative really corny fact corny find cringing threw skipping parts episode together mind teeny stuff going since cw cater bit usual audience always talk thing lot worse ever smallville arrow also opened many small plot holes first episodes losing interest really fast bad could nice addition already great comic line tv imo weakest,positive
